name,age,gender,state,income_bracket,education_level,occupation_sector,religion,primary_cause,donation_frequency,avg_gift_usd,lifetime_donation_usd,last_gift_date,recurring_donor,preferred_channel,event_attendance_cnt,volunteer_hours_yr,email_engagement,communication_pref,employer_matching
Robert Ellis,50,Male,Other,100-250k,Graduate,Education,None,ChildDevelopment,Sporadic,922.25,14756.0,2025-05-12,False,Email,0,0,0.245,Email,True
樊凤英,50,Female,CA,>250k,College,Other,Catholic,Healthcare,Sporadic,2848.03,56960.6,2024-01-24,True,Email,0,0,0.417,Email,False
周秀华,49,Female,Other,100-250k,College,Public,Christian,Education,Monthly,428.64,25718.4,2023-09-11,True,Email,1,0,0.427,Email,False
Andrew Lam,28,Male,NY,50-100k,HighSchool,Other,Muslim,Healthcare,Sporadic,119.63,358.89,2023-07-23,False,Email,0,0,0.299,Email,False
林明,35,Female,NY,50-100k,HighSchool,Finance,Christian,Other,Yearly,298.3,2088.1,2022-09-15,False,SMS,1,0,0.087,SMS,True
叶洁,21,Female,CA,100-250k,College,Other,Catholic,PovertyRelief,Monthly,632.31,45526.32,2022-08-21,True,Email,2,0,0.14,Email,False
魏霞,42,Male,TX,50-100k,HighSchool,Healthcare,Catholic,Education,Yearly,198.5,1191.0,2024-03-17,True,Email,1,0,0.464,Email,False
朱雪梅,46,Male,Other,100-250k,Graduate,Finance,None,ChildDevelopment,Monthly,672.18,16132.32,2023-02-12,True,DirectMail,0,0,0.422,DirectMail,True
Rachel Henry,41,Female,Other,100-250k,HighSchool,Finance,None,Environment,Sporadic,661.25,3306.25,2023-11-26,False,Phone,2,0,0.266,Phone,False
徐杰,27,Male,Other,<50k,Graduate,Other,Christian,Environment,Sporadic,66.86,468.02,2023-02-03,False,Email,1,0,0.346,Email,False
Eric Cardenas,32,Male,Other,100-250k,College,Other,None,Healthcare,Monthly,777.05,9324.6,2022-08-17,True,DirectMail,1,0,0.306,DirectMail,False
包丽丽,43,Male,NC,100-250k,Graduate,Tech,Other,PovertyRelief,Monthly,730.83,70159.68,2022-08-17,False,Email,1,0,0.085,Email,False
郑磊,29,Female,CA,50-100k,HighSchool,Healthcare,Christian,AnimalWelfare,Sporadic,206.87,1241.22,2024-10-22,False,DirectMail,2,0,0.191,DirectMail,False
Laura Phillips,52,Female,Other,50-100k,College,Other,Other,Environment,Sporadic,352.28,3522.8,2024-07-12,False,Email,1,0,0.145,Email,False
Paige Chandler,61,Female,FL,50-100k,Graduate,Other,Christian,Other,Sporadic,168.12,2689.92,2024-06-27,False,DirectMail,2,0,0.324,DirectMail,False
李辉,33,Male,Other,50-100k,Graduate,Other,Christian,PovertyRelief,Yearly,400.0,400.0,2023-10-16,False,SMS,1,0,0.146,SMS,False
Monica Long,37,Female,CA,50-100k,Graduate,Other,Christian,Education,Sporadic,160.2,801.0,2024-07-25,False,Phone,1,0,0.194,Phone,False
Jeffrey Gonzalez,28,Male,FL,100-250k,College,Healthcare,None,Healthcare,Quarterly,809.38,12950.08,2024-09-03,False,Email,1,0,0.388,Email,False
Kelly Walsh,42,Female,OH,50-100k,Graduate,Public,None,PovertyRelief,Quarterly,165.36,2645.76,2025-06-19,True,Email,0,0,0.223,Email,False
万桂兰,40,Female,Other,50-100k,College,Other,Other,AnimalWelfare,Yearly,400.0,3600.0,2023-04-15,False,DirectMail,1,0,0.182,DirectMail,False
Brianna Henderson,51,Female,GA,50-100k,College,Other,Christian,Healthcare,Quarterly,239.21,2870.52,2025-01-29,True,Email,2,0,0.273,Email,False
James Pruitt,45,Male,NY,<50k,HighSchool,Education,Christian,ChildDevelopment,Monthly,80.76,6783.84,2024-12-13,True,Email,3,0,0.217,Email,False
Valerie Davis,18,Female,NC,>250k,HighSchool,Finance,Christian,Environment,Sporadic,2081.48,18733.32,2024-02-29,False,Email,0,0,0.378,Email,True
贾桂珍,54,Female,IL,100-250k,HighSchool,Healthcare,Christian,AnimalWelfare,Sporadic,621.33,4970.64,2025-06-21,False,Email,0,0,0.143,Email,False
颜洁,38,Male,Other,50-100k,HighSchool,Other,None,Healthcare,Yearly,301.23,3012.3,2024-09-20,False,Email,1,20,0.484,Email,False
Amanda Garcia,28,Female,NY,>250k,College,Other,Christian,Other,Monthly,1548.29,37158.96,2023-07-29,True,DirectMail,0,19,0.694,DirectMail,False
吕婷婷,36,Male,CA,100-250k,Graduate,Public,Catholic,Healthcare,Yearly,633.27,5699.43,2024-07-26,False,Email,1,7,0.344,Email,False
Jasmin Gilmore,24,Female,Other,50-100k,Graduate,Public,Other,PovertyRelief,Yearly,226.35,452.7,2022-12-02,False,Email,2,0,0.41,Email,False
Rebecca Barajas,66,Female,Other,100-250k,Graduate,Tech,None,Healthcare,Yearly,1000.0,1000.0,2023-04-09,False,DirectMail,0,0,0.23,DirectMail,False
林勇,56,Male,Other,50-100k,College,Other,None,Environment,Monthly,248.76,17910.72,2023-02-02,True,Phone,1,0,0.593,Phone,False
Amy Jones,54,Female,OH,50-100k,College,Other,Christian,Environment,Yearly,294.02,1176.08,2025-03-27,False,SMS,2,0,0.051,SMS,False
赵荣,28,Female,Other,50-100k,College,Other,Christian,Environment,Sporadic,150.68,2712.24,2022-07-16,True,Email,2,0,0.168,Email,False
Denise Grimes,68,Female,Other,>250k,College,Other,None,Education,Yearly,3000.0,30000.0,2024-04-28,False,Phone,3,0,0.405,Phone,False
黄琴,28,Male,Other,50-100k,Graduate,Other,Catholic,PovertyRelief,Quarterly,237.62,3801.92,2022-10-14,True,SMS,1,0,0.025,SMS,False
王颖,44,Female,PA,>250k,College,Other,Christian,Healthcare,Sporadic,1605.22,22473.08,2024-02-09,False,Email,0,0,0.24,Email,False
Derrick Parker,29,Male,PA,100-250k,Graduate,Healthcare,Christian,AnimalWelfare,Sporadic,1000.0,1000.0,2024-08-22,False,DirectMail,3,14,0.279,DirectMail,False
王明,59,Male,Other,100-250k,HighSchool,Healthcare,None,Other,Monthly,501.0,24048.0,2022-08-01,True,DirectMail,1,0,0.315,DirectMail,False
左洁,35,Male,OH,100-250k,HighSchool,Tech,Christian,Education,Monthly,1000.0,48000.0,2025-05-19,False,Phone,2,52,0.226,Phone,False
刘旭,46,Female,IL,100-250k,College,Finance,Catholic,Education,Quarterly,672.19,10755.04,2024-08-07,True,Email,2,0,0.288,Email,False
梁桂芳,60,Female,FL,100-250k,College,Other,Christian,Other,Monthly,688.38,57823.92,2025-05-22,False,Phone,1,0,0.312,Phone,False
Dennis Henson DDS,18,Male,TX,<50k,College,Finance,Christian,ChildDevelopment,Monthly,111.85,12079.8,2023-04-25,True,Email,2,3,0.52,Email,False
Ernest Booker,34,Male,GA,100-250k,HighSchool,Tech,Muslim,PovertyRelief,Sporadic,630.34,5673.06,2024-03-13,False,Phone,0,0,0.154,Phone,False
周建国,67,Female,NY,<50k,College,Finance,Catholic,PovertyRelief,Monthly,51.93,623.16,2024-08-07,True,Email,0,0,0.112,Email,True
金荣,37,Male,Other,100-250k,HighSchool,Tech,None,Education,Monthly,479.86,11516.64,2022-10-09,False,SMS,2,0,0.217,SMS,False
Lisa Ferguson,45,Other,PA,50-100k,College,Tech,Christian,AnimalWelfare,Sporadic,127.28,1145.52,2023-03-29,False,Email,0,12,0.181,Email,True
Richard James,49,Male,Other,100-250k,College,Healthcare,Catholic,Healthcare,Monthly,400.18,4802.16,2023-02-13,False,Email,1,18,0.084,Email,False
苏丽华,50,Male,FL,100-250k,College,Education,Christian,Education,Monthly,363.26,30513.84,2025-03-07,True,Email,0,0,0.531,Email,False
欧伟,49,Male,FL,>250k,College,Other,Christian,Environment,Sporadic,2390.96,19127.68,2025-06-23,False,Email,0,0,0.424,Email,False
Gabriel Reynolds,42,Male,Other,<50k,College,Tech,Christian,Healthcare,Monthly,96.48,5788.8,2024-09-09,True,Email,2,0,0.053,Email,False
刘雪,33,Female,Other,50-100k,College,Other,None,ChildDevelopment,Monthly,205.06,14764.32,2023-03-23,True,DirectMail,1,13,0.493,DirectMail,False
张秀梅,23,Female,NY,>250k,College,Tech,Christian,Other,Sporadic,2671.22,21369.76,2025-04-02,True,Email,3,0,0.636,Email,False
陈秀珍,42,Male,Other,50-100k,College,Education,None,PovertyRelief,Monthly,218.37,2620.44,2025-03-04,True,Email,0,0,0.453,Email,False
Veronica Hughes,42,Female,TX,50-100k,College,Finance,Christian,Education,Quarterly,187.18,1497.44,2025-02-25,True,Email,0,19,0.242,Email,False
Robert Maddox,51,Male,Other,100-250k,College,Public,Christian,ChildDevelopment,Sporadic,905.08,10860.96,2024-02-29,True,Email,0,1,0.251,Email,False
刘晨,47,Male,Other,50-100k,Graduate,Public,Christian,ChildDevelopment,Sporadic,334.8,334.8,2023-09-24,False,Phone,1,0,0.27,Phone,False
吴慧,53,Female,Other,50-100k,Graduate,Other,Christian,Environment,Quarterly,165.37,3307.4,2023-05-29,False,Phone,3,0,0.128,Phone,False
谢慧,72,Male,Other,<50k,College,Other,None,ChildDevelopment,Quarterly,53.11,424.88,2024-04-10,False,Email,2,0,0.331,Email,False
黄桂花,46,Female,Other,50-100k,Graduate,Other,None,ChildDevelopment,Sporadic,271.82,543.64,2023-09-12,True,Phone,0,0,0.232,Phone,False
方坤,56,Male,Other,50-100k,College,Tech,Christian,Environment,Quarterly,268.76,4300.16,2024-06-03,False,Email,0,78,0.709,Email,False
萧秀兰,53,Male,Other,100-250k,Graduate,Other,Christian,Education,Monthly,472.9,39723.6,2023-03-26,False,Email,3,0,0.298,Email,False
Brandon Henry,18,Male,Other,100-250k,Graduate,Other,Christian,Environment,Monthly,637.0,38220.0,2024-06-29,False,Email,1,7,0.404,Email,False
刘玉华,58,Female,Other,100-250k,College,Other,Catholic,Healthcare,Monthly,860.81,51648.6,2024-05-13,False,Email,1,0,0.296,Email,False
Michael Pennington,50,Male,CA,100-250k,HighSchool,Other,Catholic,Healthcare,Sporadic,743.09,8917.08,2023-05-24,False,Email,1,0,0.243,Email,False
Patricia Mendoza,20,Female,Other,50-100k,College,Education,Christian,AnimalWelfare,Yearly,301.27,1506.35,2022-12-31,False,Email,1,0,0.121,Email,False
宁杰,36,Male,Other,100-250k,HighSchool,Other,Christian,Healthcare,Monthly,1000.0,48000.0,2024-03-16,True,SMS,1,0,0.29,SMS,False
Amy Lowery,42,Female,CA,<50k,Graduate,Tech,Christian,ChildDevelopment,Sporadic,123.97,495.88,2024-02-22,False,DirectMail,1,0,0.291,DirectMail,True
邱桂花,46,Female,Other,100-250k,Graduate,Other,Christian,ChildDevelopment,Sporadic,945.92,9459.2,2024-10-06,False,Email,0,0,0.23,Email,False
Roy Williams,25,Male,TX,100-250k,Graduate,Education,None,Healthcare,Yearly,431.08,1293.24,2023-06-17,False,Email,4,0,0.094,Email,True
王辉,18,Female,Other,<50k,College,Healthcare,None,Other,Quarterly,66.28,265.12,2024-09-07,True,Email,0,20,0.354,Email,False
黄丽华,37,Female,CA,<50k,HighSchool,Tech,Christian,Education,Yearly,150.0,1350.0,2022-11-18,True,Email,1,0,0.407,Email,True
胥莉,67,Male,FL,100-250k,HighSchool,Tech,Catholic,PovertyRelief,Quarterly,350.27,1401.08,2022-12-18,False,Email,0,0,0.241,Email,False
李雪,57,Female,PA,100-250k,HighSchool,Finance,None,Other,Yearly,815.24,8152.4,2023-01-15,False,Email,1,0,0.514,Email,False
Robert Vargas,35,Male,CA,100-250k,College,Other,Catholic,Healthcare,Monthly,1000.0,96000.0,2024-08-09,True,Phone,2,13,0.069,Phone,False
仇秀兰,44,Male,Other,<50k,Graduate,Healthcare,Christian,AnimalWelfare,Sporadic,56.82,568.2,2023-07-02,False,Email,0,0,0.187,Email,False
王玉,30,Female,OH,100-250k,Graduate,Finance,None,Education,Yearly,354.02,2832.16,2022-08-09,False,Email,2,0,0.371,Email,False
Peter Freeman,36,Male,Other,100-250k,College,Finance,Catholic,Other,Monthly,564.47,40641.84,2023-11-26,True,Email,1,0,0.441,Email,True
程鑫,44,Male,Other,<50k,College,Other,Catholic,PovertyRelief,Sporadic,81.0,729.0,2024-11-24,True,DirectMail,0,0,0.252,DirectMail,False
Ryan Li,66,Male,PA,50-100k,College,Other,Christian,AnimalWelfare,Yearly,196.17,392.34,2024-08-12,False,Email,3,0,0.285,Email,False
马辉,41,Female,NC,>250k,College,Other,Catholic,Environment,Yearly,1134.52,3403.56,2024-12-04,False,SMS,1,0,0.197,SMS,False
张玉华,23,Female,CA,100-250k,Graduate,Education,Christian,Other,Yearly,664.18,1992.54,2023-11-19,False,Email,1,0,0.116,Email,False
Danielle Chandler,32,Female,NC,<50k,Graduate,Other,Christian,Healthcare,Monthly,87.2,2092.8,2025-06-18,True,Email,0,99,0.265,Email,False
David Shelton,58,Male,CA,100-250k,College,Tech,Christian,Environment,Monthly,387.82,4653.84,2024-05-10,True,Email,0,0,0.396,Email,True
Sara Cardenas,31,Female,Other,50-100k,Graduate,Tech,Christian,Other,Sporadic,299.47,2994.7,2023-05-15,True,Email,1,0,0.236,Email,False
Jason Mclaughlin,36,Male,Other,100-250k,Graduate,Tech,Catholic,Education,Sporadic,402.28,2413.68,2024-10-06,False,DirectMail,0,0,0.279,DirectMail,False
Ashley Allen,47,Female,Other,50-100k,College,Other,Christian,ChildDevelopment,Sporadic,124.04,496.16,2023-06-20,False,Email,1,0,0.108,Email,False
Andrea Morales,53,Female,Other,100-250k,Graduate,Other,None,Other,Sporadic,511.0,3066.0,2023-03-26,False,Email,0,0,0.155,Email,False
宁丽华,29,Female,Other,100-250k,Graduate,Healthcare,Muslim,Education,Monthly,1000.0,48000.0,2023-01-03,True,Email,1,0,0.155,Email,False
孙军,50,Male,CA,100-250k,College,Other,None,AnimalWelfare,Monthly,540.6,64872.0,2023-06-19,True,Email,1,0,0.166,Email,False
Joshua Simmons,44,Male,MI,<50k,Graduate,Public,Catholic,Other,Sporadic,81.17,405.85,2024-11-25,True,SMS,1,0,0.253,SMS,False
李飞,50,Female,Other,100-250k,Graduate,Education,Catholic,AnimalWelfare,Yearly,473.23,3785.84,2024-03-23,True,Email,3,6,0.722,Email,False
Tiffany Brennan,61,Female,PA,>250k,College,Tech,Catholic,ChildDevelopment,Sporadic,1215.43,24308.6,2025-01-22,False,Email,3,0,0.226,Email,False
Terri Jackson,23,Female,Other,>250k,College,Healthcare,Christian,Education,Yearly,2123.03,12738.18,2025-03-07,False,SMS,1,0,0.214,SMS,False
施淑兰,18,Female,TX,50-100k,HighSchool,Healthcare,Muslim,AnimalWelfare,Sporadic,247.13,2471.3,2023-12-10,False,Email,1,0,0.141,Email,True
黄辉,55,Female,PA,<50k,Graduate,Public,Christian,Education,Sporadic,150.0,1500.0,2024-08-19,False,Email,1,0,0.155,Email,False
Tammy Harris,26,Female,NY,100-250k,Graduate,Education,Muslim,Environment,Monthly,608.21,51089.64,2023-01-21,False,Email,0,0,0.389,Email,True
祝建军,49,Male,Other,<50k,Graduate,Other,Catholic,AnimalWelfare,Yearly,99.22,496.1,2024-08-12,False,Email,1,0,0.039,Email,False
Joshua Johnson,50,Male,CA,50-100k,HighSchool,Education,Catholic,Education,Yearly,235.65,1413.9,2025-04-30,False,Email,3,0,0.019,Email,False
Megan Grant,26,Female,CA,100-250k,Graduate,Other,Christian,PovertyRelief,Sporadic,1000.0,8000.0,2025-01-26,False,Email,0,0,0.392,Email,False
Daniel Flores,31,Male,Other,100-250k,Graduate,Healthcare,None,Education,Yearly,450.28,2701.68,2025-06-23,False,DirectMail,1,0,0.355,DirectMail,False
Monique Smith,55,Female,CA,50-100k,College,Other,Christian,Other,Sporadic,269.24,2153.92,2024-12-18,True,SMS,3,0,0.203,SMS,False
Brian Barrera,57,Male,IL,>250k,Graduate,Other,Christian,Healthcare,Yearly,2286.2,13717.2,2025-06-26,False,DirectMail,1,0,0.141,DirectMail,False
曹畅,35,Male,PA,50-100k,HighSchool,Healthcare,None,Environment,Monthly,312.97,18778.2,2025-05-04,True,SMS,0,0,0.238,SMS,True
陆飞,40,Male,Other,50-100k,Graduate,Finance,None,Environment,Sporadic,147.23,294.46,2024-09-05,False,Email,2,0,0.345,Email,False
Michael Gilbert,64,Male,PA,100-250k,HighSchool,Healthcare,Other,Healthcare,Monthly,401.05,19250.4,2024-01-31,True,Email,1,0,0.144,Email,True
Carolyn Ray,43,Female,TX,<50k,Graduate,Healthcare,Catholic,ChildDevelopment,Monthly,112.15,12112.2,2022-09-01,False,Phone,1,0,0.435,Phone,False
Laura Goodman,31,Female,PA,50-100k,Graduate,Education,Muslim,Healthcare,Sporadic,176.0,2112.0,2025-01-15,False,DirectMail,3,0,0.929,DirectMail,False
袁秀珍,29,Male,Other,50-100k,HighSchool,Finance,Christian,Education,Yearly,149.49,149.49,2022-10-25,True,Email,0,0,0.524,Email,False
Candace Jones,35,Female,GA,>250k,HighSchool,Tech,Christian,Environment,Sporadic,2133.19,2133.19,2022-11-17,False,Email,0,0,0.036,Email,False
Bradley Lewis,49,Male,Other,100-250k,HighSchool,Education,Catholic,Healthcare,Monthly,237.09,11380.32,2024-01-31,True,Email,2,24,0.015,Email,False
Lisa Berry,49,Female,CA,50-100k,HighSchool,Finance,Christian,ChildDevelopment,Sporadic,231.11,1848.88,2024-10-21,False,Email,0,0,0.22,Email,False
Marcus Cole,52,Male,PA,100-250k,HighSchool,Other,None,AnimalWelfare,Quarterly,1000.0,12000.0,2022-07-20,True,Email,0,0,0.28,Email,False
Teresa Hawkins,49,Female,TX,<50k,Graduate,Finance,Christian,Education,Monthly,63.96,4605.12,2025-05-28,False,Email,0,0,0.529,Email,False
张璐,61,Male,NY,50-100k,Graduate,Healthcare,None,Other,Sporadic,145.77,874.62,2024-04-09,True,DirectMail,0,0,0.548,DirectMail,False
王莉,52,Other,Other,100-250k,College,Other,Catholic,Education,Yearly,563.04,5067.36,2024-02-10,False,SMS,0,0,0.181,SMS,False
Courtney Mays,59,Female,NY,<50k,HighSchool,Other,Christian,ChildDevelopment,Sporadic,86.81,1562.58,2025-04-08,True,Email,2,0,0.52,Email,False
祁琳,29,Male,OH,<50k,Graduate,Tech,None,Education,Monthly,94.26,4524.48,2025-03-31,False,Email,1,0,0.261,Email,False
蒲伟,38,Female,Other,100-250k,HighSchool,Healthcare,Christian,Environment,Monthly,793.42,95210.4,2024-02-29,True,Email,0,0,0.834,Email,False
郭燕,48,Female,CA,100-250k,College,Education,Other,Healthcare,Yearly,504.61,4036.88,2025-03-28,False,Phone,0,0,0.19,Phone,False
魏成,58,Female,NY,50-100k,College,Other,Christian,Education,Yearly,400.0,4000.0,2022-08-13,False,DirectMail,2,0,0.335,DirectMail,False
Terri Stanton,49,Female,FL,100-250k,College,Education,Other,ChildDevelopment,Quarterly,515.93,6191.16,2024-05-02,True,SMS,1,18,0.542,SMS,False
邓秀珍,34,Female,Other,50-100k,College,Other,Catholic,Other,Sporadic,115.43,346.29,2025-03-21,True,Email,1,0,0.662,Email,False
韦璐,44,Female,Other,>250k,HighSchool,Other,None,Healthcare,Yearly,1558.11,9348.66,2023-03-27,False,DirectMail,1,0,0.151,DirectMail,False
Seth Miller,27,Male,TX,50-100k,College,Other,Christian,Environment,Sporadic,148.65,891.9,2023-06-01,False,DirectMail,3,0,0.038,DirectMail,False
陈淑华,51,Male,Other,50-100k,College,Tech,None,Education,Yearly,287.52,862.56,2022-07-21,False,Email,0,0,0.234,Email,True
Joanne Rodriguez,37,Female,Other,100-250k,Graduate,Other,None,AnimalWelfare,Monthly,630.1,75612.0,2025-02-22,True,DirectMail,2,0,0.034,DirectMail,False
何霞,63,Male,Other,<50k,College,Other,Catholic,AnimalWelfare,Sporadic,66.75,400.5,2023-05-27,False,Email,1,0,0.436,Email,False
April Carey,61,Female,TX,<50k,Graduate,Other,Christian,Education,Sporadic,103.82,622.92,2024-11-22,False,Email,1,0,0.366,Email,False
Brian Carson,30,Male,NY,<50k,College,Public,Christian,Healthcare,Yearly,118.28,354.84,2023-06-02,False,Email,0,0,0.186,Email,False
Robin Dixon,41,Female,Other,100-250k,College,Education,None,Healthcare,Yearly,1000.0,6000.0,2023-12-26,False,Email,0,0,0.469,Email,False
Edwin Hunt,57,Male,FL,<50k,Graduate,Healthcare,Christian,Healthcare,Yearly,77.19,77.19,2022-10-23,False,DirectMail,2,0,0.458,DirectMail,False
胡凯,64,Female,Other,100-250k,Graduate,Tech,None,PovertyRelief,Sporadic,730.7,5845.6,2024-08-29,False,DirectMail,2,0,0.48,DirectMail,False
Brenda Lopez,54,Female,NC,<50k,HighSchool,Other,None,PovertyRelief,Sporadic,109.6,438.4,2023-01-19,True,Email,2,0,0.403,Email,False
李龙,47,Male,Other,>250k,HighSchool,Tech,None,Environment,Quarterly,1643.63,13149.04,2023-09-24,True,DirectMail,1,0,0.462,DirectMail,True
Javier Adams,49,Male,IL,100-250k,Graduate,Other,None,PovertyRelief,Quarterly,424.57,1698.28,2025-04-04,False,SMS,0,0,0.183,SMS,False
Leslie Smith,39,Female,Other,100-250k,Graduate,Other,Catholic,Environment,Yearly,393.54,1967.7,2022-08-20,False,SMS,0,0,0.072,SMS,False
Kathleen Bird,30,Female,PA,<50k,College,Tech,Catholic,ChildDevelopment,Sporadic,75.57,151.14,2024-09-10,False,Email,0,0,0.179,Email,False
李超,47,Female,Other,50-100k,Graduate,Finance,None,PovertyRelief,Yearly,260.59,1563.54,2024-05-29,False,Email,3,0,0.544,Email,False
Paul Patel,27,Male,Other,<50k,College,Public,Muslim,ChildDevelopment,Sporadic,37.83,226.98,2024-09-25,False,Phone,1,0,0.164,Phone,False
Nicholas Alvarez,43,Male,Other,<50k,HighSchool,Public,Catholic,Healthcare,Yearly,92.3,738.4,2024-01-02,True,Email,3,0,0.57,Email,False
胡秀云,42,Male,Other,>250k,HighSchool,Tech,Catholic,Education,Sporadic,2233.88,31274.32,2024-02-03,True,Email,0,75,0.071,Email,False
黄鹏,51,Female,Other,<50k,College,Other,Catholic,AnimalWelfare,Yearly,104.38,626.28,2023-10-26,False,Email,1,0,0.079,Email,False
蔡斌,34,Male,Other,>250k,College,Public,None,Education,Sporadic,1774.39,17743.9,2024-07-31,True,Email,0,0,0.468,Email,False
Scott Harvey,47,Male,Other,<50k,Graduate,Finance,Christian,Healthcare,Yearly,86.58,692.64,2023-03-24,False,Email,0,0,0.362,Email,False
王琳,52,Male,PA,100-250k,Graduate,Tech,None,Environment,Monthly,530.76,57322.08,2023-10-07,True,Email,2,0,0.393,Email,False
Matthew Brown,41,Male,PA,>250k,Graduate,Finance,None,Education,Sporadic,1382.41,13824.1,2023-12-21,False,DirectMail,1,0,0.405,DirectMail,False
郑秀芳,48,Male,MI,<50k,Graduate,Healthcare,None,Healthcare,Monthly,125.22,1502.64,2022-09-19,True,Email,1,0,0.134,Email,True
范兰英,30,Male,FL,>250k,HighSchool,Other,Christian,Environment,Sporadic,1905.07,7620.28,2023-04-22,False,Phone,1,0,0.666,Phone,False
熊秀华,34,Female,TX,100-250k,College,Tech,None,Environment,Quarterly,359.35,1437.4,2022-10-24,True,Email,2,0,0.295,Email,False
Charles Stewart,50,Male,Other,100-250k,Graduate,Other,Catholic,PovertyRelief,Yearly,423.93,2119.65,2025-02-02,False,Email,0,0,0.079,Email,False
陈琴,47,Male,FL,100-250k,HighSchool,Finance,None,Education,Quarterly,927.09,3708.36,2023-06-18,False,Phone,3,0,0.361,Phone,False
曾萍,37,Female,NY,50-100k,College,Public,Christian,Education,Monthly,271.01,16260.6,2022-09-20,False,DirectMail,0,52,0.431,DirectMail,True
刘涛,49,Female,FL,100-250k,HighSchool,Finance,Christian,Environment,Yearly,591.26,2956.3,2025-02-23,False,Email,0,7,0.383,Email,False
班桂英,49,Male,TX,100-250k,College,Other,Christian,ChildDevelopment,Sporadic,263.56,5271.2,2023-06-21,False,Email,3,0,0.307,Email,False
张超,62,Female,OH,<50k,Graduate,Education,Christian,PovertyRelief,Yearly,93.86,187.72,2022-08-24,False,Email,2,0,0.131,Email,False
Connie Barron,41,Female,Other,50-100k,HighSchool,Tech,Christian,AnimalWelfare,Sporadic,258.89,2071.12,2025-02-15,False,Email,3,0,0.721,Email,False
Christine Williams,37,Other,Other,100-250k,College,Other,Christian,Education,Sporadic,576.09,2304.36,2023-04-01,False,Email,0,5,0.172,Email,False
Chad Coleman,49,Male,TX,<50k,College,Healthcare,None,AnimalWelfare,Sporadic,150.0,150.0,2023-10-02,False,Email,0,0,0.112,Email,False
Tamara Taylor,51,Female,Other,50-100k,Graduate,Finance,Christian,AnimalWelfare,Monthly,384.66,4615.92,2024-11-14,True,SMS,2,0,0.286,SMS,True
张丽娟,54,Female,FL,100-250k,Graduate,Tech,Christian,PovertyRelief,Yearly,618.38,5565.42,2023-05-04,False,Email,0,0,0.156,Email,False
Jonathan Ford,25,Male,OH,>250k,Graduate,Other,Jewish,Environment,Monthly,3000.0,360000.0,2024-07-19,True,SMS,0,0,0.062,SMS,False
Karla Pugh,47,Female,IL,100-250k,College,Tech,Jewish,ChildDevelopment,Sporadic,425.89,425.89,2024-07-02,False,Email,0,0,0.409,Email,False
Robin Thomas,40,Female,CA,<50k,HighSchool,Finance,Other,Other,Yearly,144.51,722.55,2023-12-28,True,Email,4,19,0.557,Email,True
刘欣,55,Male,Other,<50k,Graduate,Other,Christian,Environment,Yearly,150.0,900.0,2024-03-12,False,Phone,1,0,0.065,Phone,False
Jennifer Hendrix,53,Female,CA,50-100k,College,Education,None,PovertyRelief,Yearly,219.84,1099.2,2025-03-06,False,Email,1,0,0.44,Email,False
Andre Berger,29,Male,TX,50-100k,Graduate,Healthcare,Christian,Other,Monthly,260.58,18761.76,2025-01-22,True,Email,1,0,0.442,Email,True
Stephen Baldwin,51,Male,OH,100-250k,College,Education,None,PovertyRelief,Sporadic,484.8,3393.6,2023-05-26,False,DirectMail,1,0,0.407,DirectMail,False
Patricia Mitchell,50,Female,Other,>250k,College,Other,Christian,Environment,Yearly,2015.59,6046.77,2023-07-07,False,Phone,0,0,0.134,Phone,False
周凯,41,Male,FL,50-100k,College,Finance,Catholic,PovertyRelief,Monthly,400.0,14400.0,2023-02-01,True,DirectMail,0,0,0.436,DirectMail,False
Mr. Christopher Conley,60,Male,OH,50-100k,Graduate,Other,Catholic,Environment,Yearly,156.32,1250.56,2023-09-23,False,Email,0,13,0.275,Email,False
胡娜,66,Female,FL,50-100k,HighSchool,Public,Catholic,ChildDevelopment,Sporadic,296.1,2664.9,2023-09-08,True,Phone,0,0,0.269,Phone,False
王建平,24,Male,FL,100-250k,Graduate,Tech,None,Education,Monthly,1000.0,12000.0,2023-09-26,True,DirectMail,2,0,0.396,DirectMail,True
Edward Duarte,51,Male,NY,<50k,College,Other,Christian,PovertyRelief,Sporadic,72.92,218.76,2025-05-25,False,Email,3,0,0.251,Email,False
Michael Jones,27,Male,Other,100-250k,Graduate,Other,Christian,Education,Monthly,237.68,17112.96,2024-08-11,True,DirectMail,0,0,0.175,DirectMail,False
Jason Lee,33,Male,CA,50-100k,College,Other,Catholic,Other,Yearly,171.0,342.0,2025-04-11,False,Email,0,0,0.172,Email,False
John Thomas,32,Male,Other,>250k,HighSchool,Education,Christian,Healthcare,Yearly,1085.29,6511.74,2023-09-26,False,Email,0,0,0.152,Email,False
崔凯,43,Female,Other,>250k,HighSchool,Finance,None,PovertyRelief,Sporadic,1752.97,3505.94,2023-02-17,False,Email,1,0,0.062,Email,False
Ronnie Dougherty,53,Male,Other,50-100k,Graduate,Tech,Catholic,ChildDevelopment,Monthly,376.13,31594.92,2025-03-24,False,Email,1,0,0.247,Email,False
Brendan Sanchez,31,Male,Other,50-100k,HighSchool,Public,Christian,Environment,Yearly,193.99,1551.92,2023-06-22,False,Email,3,0,0.407,Email,False
April Gutierrez,38,Female,NC,100-250k,College,Other,Catholic,ChildDevelopment,Yearly,752.08,3008.32,2023-07-04,False,Email,3,0,0.111,Email,False
